Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funded,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
RentMoola,"RentMoola is a mobile and online payment network working in partnership with Visa, MasterCard, Discover and American Express, allowing renters and condo owners to pay rent, condo fees and other payments with their favourite rewards credit cards. Members also receive MoolaPerks giving them discounts and access to transportation, food &amp; beverage and other rewards redeemable across North America, UK and Europe. The fee on each transaction is currently 2.75% and the company is targeting individuals with high rent and high net-worth individuals.",https://rentmoola.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2012,0,Canada,Global,Yes,"Thursday, 19 January 2017",Series A,"$5,030,000.00",Emerging,TRUE,FALSE
Esyasoft,"Provider of cloud and IoT-based energy management solutions for commercial spaces. Its products and services cater to the energy automation sector. The company offers solutions for smart utilities including meter data management, peak load management with demand response, energy audit, metering, billing and collection, mobility solutions, big data analytics in load forecasting, transformer condition monitoring, theft analysis, consumer behavior analysis, and GIS. The integrated smart grid suite offers end-to-end solutions for smart grid infrastructure. Its products and services cater to the energy automation sector.",https://esyasoft.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,53,India,Global,Yes,"Tuesday, 12 May 2020",Series A,"$4,434,906.00",Emerging,TRUE,FALSE
Renoviso,"Renoviso makes buying home renovation products easy and affordable by allowing consumers to build customized orders, receive professional home inspections and schedule delivery and installation, all online. It provides factory direct products installed by certified master installers.",https://renoviso.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United States,Global,Yes,"Tuesday, 13 February 2018",Series B,"$11,900,000.00",Emerging,TRUE,FALSE
Realm,"SaaS-driven digital property analysis solution. The platform analyzes data points about the property and provides customized insights and recommendations. Additionally, it also provides financial analysis, property management, and rental income analysis.",http://myrealm.co,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2019,0,United States,Global,Yes,"Thursday, 29 July 2021",Series A,"$15,200,000.00",Nascent,TRUE,FALSE
Mushroom Rentals,"SaaS-based rental property management software for owners and rental managers. The platform enables users to register properties, set up documents, sign contracts, receive & track payments, respond to maintenance issues, communicate with tenants, and more. The company also offers an online platform for listing and finding residential properties. Users can also book the properties and make payments online.",https://www.mgzf.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,China,Global,Yes,"Friday, 1 December 2017",Series C,"$30,000,000.00",Emerging,TRUE,FALSE
Poplar Homes,"SaaS-driven rental management software for tenants, owners, and rental managers. Features include property listing on multiple websites, automated rent payment management, vendor management, maintenance management, financial reporting, tenant placement management, annual inspections management, and more.",https://www.poplarhomes.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United States,Global,Yes,"Tuesday, 29 March 2022",Series B,"$53,000,000.00",Emerging,TRUE,FALSE
Innowatts,"AI & SaaS-driven energy-saving electricity products for homeowners. Technology-based energy-saving electricity products for homes along with mobile-based analytics through apps to understand consumption. Offers big data analytics services to enable consumers to monitor and analyze consumption and allow energy providers to offer customized energy products. Features include monitoring usage and data analytics, and energy management system, alert systems for monthly peaking or extreme shifts in the usage, and more.",https://www.innowatts.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,United States,Global,Yes,"Tuesday, 14 May 2019",Series B,"$24,200,000.00",Emerging,TRUE,FALSE
Aptly,"Aptly is a community management software solution based on AI technology. It enables users to create property/resident profiles, collaborate across various maintenance teams, communicate with residents, measure response time, manage leases, track maintenance issues, and more.",https://www.getaptly.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,United States,Global,Yes,"Sunday, 5 January 2020",Series A,"$5,020,000.00",Nascent,TRUE,FALSE
Verv,"AI-driven energy monitor solution for homes. The company offers advanced home energy monitor & virtual assistance which tracks, monitors, and provides information on home appliances for efficient energy management. The platform enables users to calculate the cost of powering each appliance in their home giving them more control over energy bills.",https://verv.energy,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,5,United Kingdom,Europe,Yes,"Tuesday, 23 March 2021",Series A,"$16,584,632.00",Emerging,TRUE,FALSE
Gas Tag,"SaaS-driven software solution for monitoring gas infrastructures for properties. Solutions are provided for tenants, landlords, contractors, and engineers. The solution enables users to audit gas supply, monitor gas levels, send notifications for gas leaks, gas registered users management and maintenance of records.",http://gastag.co.uk,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United Kingdom,Europe,Yes,"Monday, 15 January 2018",Series B,"$24,394,900.00",Emerging,TRUE,FALSE
Thing-It,"Provider of a cloud and AI-based end-to-end IoT platform. It allows the user to configure a business solution without technical know-how and publish it to interacting networks of multiple devices. The platform also interfaces with multiple sensors for processing the collected data thereby allowing users to gain actionable insights into issues in a physical environment that impacts the business, in real-time. Additionally, it can interface with third-party applications including computer-aided facilities management, enterprise resource planning, and payment systems.",https://www.thing-it.com:443/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,United States,Global,Yes,"Saturday, 30 December 1899",Series B,"$13,106,530.00",Emerging,TRUE,FALSE
RentSpree,"Rent Spree is a company that offers a listing platform that supports the entire renting process of residential properties and off-campus university housing. All the listings are listed by brokers and home owners. An apartment seeker can not only search for apartments but can also have his/her credit check run, set up viewing from the platform and sign the lease once approved by the home owners. The company charges a listing fee from the home owners/brokers and charges a one time application fee of $30 for each application submitted from the apartment seeker. The website shows properties only in Los Angeles.",https://www.rentspree.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2016,0,United States,Global,Yes,"Wednesday, 21 July 2021",Series A,"$8,065,000.00",Nascent,TRUE,FALSE
Flip Lease,Flip Lease is a mobile app listing platform for users to list their remaining residential apartment lease at a price that they decide on. A user who is anticipating a move from their current apartment with lease still remaining is encouraged to list their lease on the platform. Due to the time value of a lease a user is able to list the lease at a premium. Once a space seeker agrees to the term and condition of the lease and the apartment the lister can schedule the showing and close the deal.,https://flip.lease,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,United States,Global,Yes,"Tuesday, 27 June 2017",Series A,"$3,400,000.00",Emerging,TRUE,FALSE
Enertalk,"Encored Technologies has developed energy-monitoring solutions to enable users to optimize and save electricity. The company has built Enertalk, an internet-connected energy meter to track energy usage in the house. Data tracked is displayed to the consumer via app and suggestions to cut down on energy usage. Users can also compare their energy usage with their neighbors. Thier big data platform is based on disaggregation technologies.",http://enertalk.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,United States,Global,Yes,"Friday, 4 August 2017",Series A,"$12,840,404.00",Emerging,TRUE,FALSE
Opera Energie,"Provider of utility comparison solutions for energy buyers. The utilities that are available for comparison include gas and electricity and the solutions offered include commissioning, contract optimization, and advisory services from brokers. The firm also provides historical data with consumption analysis, market monitoring, and comparison of offers and contracts.",https://opera-energie.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,France,Europe,Yes,"Friday, 20 January 2017",Series A,"$1,063,780.00",Emerging,TRUE,FALSE
Tenant Cloud,"Tenant Cloud is a cloud based property management software for landlords, property managers and tenants. It's a portal for collaboration between renters and landlords. It hosts a variety of services such as online payments, accounting and finances, maintenance portal, online rental applications,leasing, marketing website.",https://www.tenantcloud.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United States,Global,Yes,"Friday, 22 June 2018",Series A,"$5,092,011.00",Emerging,TRUE,FALSE
Crocus AI,Crocus is an online platform for the optimization of energy savings. It offers a Power Saver platform that integrates with the existing SCADA and energy management systems. It uses artificial intelligence and machine learning for the optimization of electricity distribution systems and reduces energy consumption.,https://crocus.ai,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,2,United States,Global,Yes,"Wednesday, 29 July 2020",Series A,"$5,004,250.00",Nascent,TRUE,FALSE
Integrity First Maintenance,"Integrity First Maintenance is an online platform offering multi-category in-house services. Services offered by the company are electrical wiring, drywall patch & replacements, paintings, plumbing, flooring, carpentry, roofs, and more.",https://ifmrestoration.com/index.html,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2016,0,United States,Global,Yes,"Wednesday, 8 April 2020",Series A,"$11,000,000.00",Nascent,TRUE,FALSE
Bandwagon,Platform offering white label ticketing software for event organizers. The platform enables members to create a digital token for the customers and sell tickets. The software also offers shopping cart functionality for upgrades and merchandise. It also offers solutions to curate events related user generated content.,https://bandwagonfanclub.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2015,0,United States,Global,Yes,"Thursday, 22 July 2021",Seed,1.200.000,Emerging,TRUE,FALSE
Twine,"Cloud-based virtual & hybrid event management solution provider. Features include virtual networking experience, event technology integration management, real-time scheduling, zoom integration, event creation, networking sessions, topic-based rooms, spark conversations, and more.",https://try.twine.nyc,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,United States,Global,Yes,"Thursday, 17 June 2021",Seed,4.700.000,Nascent,TRUE,FALSE
oVice,"Cloud based platform offering virtual event management solutions. It allows users to create their own virtual space for teams, communities, and organizations. It also allows to host events and work together in one customizable space with oVice. It provides a virtual space with remote communications built with meeting rooms. It enables user access to a subscription based pricing module.",https://ovice.in,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,Japan,Global,Yes,"Tuesday, 2 November 2021",Series A,18.000.000,Nascent,TRUE,FALSE
Ubeya,"Ubeya is an event staff management application. Provides features for employee scheduling, employee database whether full-time or temporary including a rating system, employee expense management, time management, performance overviews, auto payroll calculation, expense statistics, and on-demand employee sourcing.",https://www.ubeya.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2013,0,Israel,Global,Yes,"Thursday, 23 January 2020",Series A,5.000.000,Emerging,TRUE,FALSE
Vantaca,"Vantaca offers a cloud-based association management solution. It allows users to manage & process bank transactions, communicate with their members through email & texts, and analyze data & generate reports. This software is compatible with both desktop and mobile devices. Also provides a mobile application.",https://www.vantaca.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2016,0,United States,Global,Yes,"Friday, 18 February 2022",Series A,"$5,000,000.00",Nascent,TRUE,FALSE
Metrikus,"Provider of building analytical solutions. The company offers tools for managing a building's environment, maintenance, usage, and health. Features include workspace management, maintenance management, data analytics, and more.",https://www.metrikus.io/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2019,0,United Kingdom,Europe,Yes,"Saturday, 30 December 1899",Series A,"$6,680,230.00",Nascent,TRUE,FALSE
Fischer Block,"Developer of power system management and sensor data analytics for smart grid. It offers a solution to simplify the installation, operation, and maintenance of large and distributed sensor networks, fault anticipation and detection, substation monitoring, synchrophasor streaming, power quality, troubleshooting, distributed energy resources monitoring, and cyber threat reduction solutions to improve energy reliability and prevent power outages by application of data analytics and predictive analysis techniques intelligent recording devices and a software analytics System, which analyzes three-phase RMS and high-speed data.",https://fischerblock.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,United States,Global,Yes,"Tuesday, 21 August 2018",Series A,"$3,778,067.00",Emerging,TRUE,FALSE
Mei Jia Bang Technology,"MJBang connects construction services providers with consumers. It has also hired an in-house design team and established partnerships with 10 construction material brands to provide interior design solutions. Claims to have 500,000+ users who have downloaded its app, and 170,000 of them have requested renovation services. Raised an undisclosed amount in a recent round of financing after which it claims that its valuation exceeds RMB one billion (USD 157 million). As of Dec 2015, claims to have over 5 million users, with presence in 16 cities in China",https://www.mjbang.cn,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,China,Global,Yes,"Saturday, 30 December 1899",Series C,"$9,600,000.00",Emerging,TRUE,FALSE
My Property Box,"My Property Box is a provider of portfolio expansion services. The company offers tenancy management, letting strategies, etc. The company also helps in sourcing properties.",https://www.mypropertybox.co.uk/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2012,0,United Kingdom,Europe,Yes,"Friday, 17 July 2020",Late Stage,$0.00,Mature,TRUE,FALSE
Skydisc,"Skydisc provides a range of sensor devices &amp; cloud solutions for storing and analyzing data from these devices to enable IoT applications. It claims that its device can detect temperature, humidity, three-axis acceleration, carbon dioxide concentration, and PM2.5 (particulate matter 2.5) concentration. It finds application in environment management businesses, logistics and distribution, agriculture, and other business sectors.",https://skydisc.jp,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,Japan,Global,Yes,"Thursday, 5 October 2017",Series A,"$7,423,370.00",Emerging,TRUE,FALSE
Blue,"An apartment for rent? Discover Blue, the real estate agency dedicated to renting. Post an ad, Blue does the rest. Blue is an online real estate rental agency. The platform enables property owners to post their ads and assists users in finding tenants. Features include rent & expense management, bill management, and more. The company's clientele includes Europe1, C News, and MAIF among others. The company earns revenue by charging a fixed fee for the services availed.",https://www.lagenceblue.fr/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,France,Europe,Yes,"Thursday, 30 March 2017",Series A,"$8,500,000.00",Nascent,TRUE,FALSE
Forj,"Cloud based virtual events management solution provider. It is a virtual event and member experience management platform for associations and professional community organizations to maintain their events. It is a data intelligence platform that allows organizers to maintain shared experiences and forge relationships. It allows users to conduct virtual events, hybrid events, conferences, tradeshows, and online learning experiences. It enables user access to a subscription based pricing module.",https://www.forj.ai,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,United States,Global,Yes,"Monday, 28 June 2021",Series A,6.000.000,Nascent,TRUE,FALSE
Protecht,"Protecht provides insurance policies and payment solutions for businesses. It features multiple insurance policies such as FanShield for event tickets cancellation, TourShield for ticket booking, and EventShield for event cancellation. It offers API-based payment gateway services for event management firms. Also offers fraud and risk management solutions.",http://protecht.io,Finance,Financing,(6) Insuring the many businesses,2016,0,United States,Global,Yes,"Tuesday, 23 June 2020",Series A,9.999.996,Nascent,TRUE,FALSE
Connect&Go,"Provider of a wearable device for guest engagement. It develops NFC access, payments, and engagement solutions for event managers to monitor and run events. It uses a wearable wristband that allows multi credential access to different areas of an event site. It allows users to make payments using the RFID bracelet. It consists of kiosks that let visitors to an event find information and offers and engage on social media. The chief end use cases are at music festivals, sports stadiums, business conferences, and more. It also offers consulting services to help event managers develop marketing strategies for events.",https://connectngo.com/en/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,0,Canada,Global,Yes,"Friday, 19 November 2021",Series A,16.000.000,Emerging,TRUE,FALSE
Passage,"Passage provides vertical-focused online ticketing, mobile box office &amp; point of sale solutions for festivals, theaters, &amp; specialty events. Lets users use an Android or iOS app for checking in attendees at the entrance. Products include ""HauntPay"", solution for the haunted attraction industry, ""PintPay"", for beer festivals, ""BallerPay"", for paintball events, and ""SoccerStub"", for semi-pro soccer events. Event seekers can explore events on the platform and book tickets. The software is free for event organizers.",https://gopassage.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2014,0,United States,Global,Yes,"Tuesday, 22 September 2020",Seed,1.320.755,Emerging,TRUE,FALSE
Delegate Connect,"Cloud based virtual and hybrid event management software provider. It provides an end to end event management platform that provides tools to build, manage, and produce events virtually. It also provides tools to manage and brief speakers, sponsors, and professionals during the event. Its features include event networking, concurrent streamlining, event analytics, reporting, and etc.",https://www.delegateconnect.co:443/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,Australia,Global,Yes,"Wednesday, 15 September 2021",Seed,7.338.220,Nascent,TRUE,FALSE
Feast It,"Online marketplace for booking catering services at corporate events. Users can specify the location, date of the event, budget, cuisine type, and more on the companys platform to obtain a list of registered service providers available in their vicinity. Users can choose the vendor that meets their requirements, communicate online to clarify their doubts, and provide specific instructions and can pay online to confirm their booking.",https://feast-it.com,Support Services,Expertise & Community,(9) Providing a platform for the many entrepreneurs,2016,29,United Kingdom,Europe,Yes,"Wednesday, 24 November 2021",Series B,10.162.868,Emerging,TRUE,FALSE
Broker Genius,"Broker Genius is a cloud-based event dynamic ticketing solutions provider. It provides events ticketing software solutions for the secondary ticket industry. Claims to use a proprietary pricing automation technology that uses real-time secondary market data from various sources to adjust ticket prices automatically. Users can also custom criteria rules for season tickets, group tickets, weather forecasts among others.",https://brokergenius.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2013,0,United States,Global,Yes,"Tuesday, 12 January 2021",Series A,18.843.571,Emerging,TRUE,FALSE
Teooh,"Teooh provides virtual event management platform. It allows users to create events, manage event communities, collaborate, network and share knowledge related to the event management and venues. It enables users to manage group meetings, manage networks and more.",http://teooh.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2018,0,United Kingdom,Europe,Yes,"Thursday, 25 June 2020",Seed,4.500.000,Nascent,TRUE,FALSE
EventX,"Cloud based virtual event management software provider. It provides an all in one event management software and hybrid event platform that hosts online conferences, trade shows, job fairs, and more. Its features include attendee management, event registration management, event ticketing, email builder, webinars, and etc. It enables user access to a subscription based pricing module.",https://www.eventx.io/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2014,0,China,Global,Yes,"Wednesday, 16 February 2022",Series B,18.000.000,Emerging,TRUE,FALSE
Run The World,"Run The World is a cloud-based online events platform provider. It offers features such as user-based designing, attendee interactions, speaker management, sponsorship management, and community building experiences. Clients include CNN, CNBC, Wired, TC, Andreessen Horowitz, Business Insider, PCMA, and Vogue.",https://www.runtheworld.today/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,United States,Global,Yes,"Friday, 22 May 2020",Series A,15.100.000,Nascent,TRUE,FALSE
Virtway Events,"Virtway Events offers virtual 3D interactive platforms. It provides event management solutions for corporations to carry out virtual meetings, conferences, career fairs, trade shows and more. It enables customers to network and connects with each other, manages conferences, gamification solutions and interact with speakers.",https://www.virtwayevents.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2018,0,Spain,Europe,Yes,"Thursday, 11 July 2019",Series A,4.492.480,Nascent,TRUE,FALSE
Side Door,"Side Door is a marketplace to find artists and connect with hosts. It helps performers to connect with the hosts and participate in events that include music, theatre, comedy, lectures, and others and allows them to book a show. It helps hosts to list their space and connect with the performers.",https://sidedooraccess.com,Support Services,Expertise & Community,(9) Providing a platform for the many entrepreneurs,2017,0,Canada,Global,Yes,"Monday, 5 July 2021",Seed,3.000.000,Nascent,TRUE,FALSE
Event Hub,"Event Space Booker provides cloud-based event management software. It helps event organizers manage exhibitors, participants, payments, paperwork and logistics. It enables users to search for the events based on the keyword, region, date and type of the event.",https://eventhub.net,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,0,United States,Global,Yes,"Thursday, 6 May 2021",Seed,400,Emerging,TRUE,FALSE
Tame,"Tame is an event planning and marketing software. It allows users to plan for the events, manage upcoming events, manage event calendar and handle event notifications and reminders. It enables users to collaborate with teams, manage collaboration and build an event website and promote events. It helps users to manage speakers, tickets and track real-time collaboration. It offers a subscription-based pricing model.",https://www.tame.events/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2016,0,Denmark,Europe,Yes,"Tuesday, 4 May 2021",Seed,7.649.145,Nascent,TRUE,FALSE
Enklu,"Enklu provides a DIY platform that enables users to create augmented reality experiences. Allows users to create, play and share mixed reality experiences using real-time edits updated live across web or in-lens with the Microsoft HoloLens. Features public & private asset libraries, multiplayer, and unity workflow compatible solutions. Has partnership with Microsoft, Telsa, Stanford University and Linkedin among others.",https://enklu.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2016,0,United States,Global,Yes,"Friday, 17 January 2020",Series A,4.151.425,Nascent,TRUE,FALSE
vivenu,"Cloud-based event ticketing management software provider. Features include ticket sales management, traditional ticketing, sales overview dashboards, workflow management, real-time seating, secondary market management, and market analytics management.",https://vivenu.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2018,0,Germany,Europe,Yes,"Friday, 12 November 2021",Series B,66.554.060,Emerging,TRUE,FALSE
Oveit,"Oveit provides online event registration and ticketing software solutions for concerts, festivals, brand, and corporate events, and business events such as conferences, seminars, meetings, workshops, symposiums, etc. Users can create events and registration forms, set up ticket selling pages, add seat maps, personalize badge designs, and build custom reporting dashboards using analytics tools. Provides mobile ticket scanning apps for Android and iOS. Also, provides support for smart badges, NFC bracelets, access cards, and NFC tickets. Customers include Forbes, TEDx, Oracle, Brandminds Asia, Icee Fest among others.",https://oveit.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2015,0,United States,Global,Yes,"Monday, 25 January 2021",Seed,486.808,Emerging,TRUE,FALSE
Wonder,"Wonder is a cloud-based online event virtual space provider. It offers features such as speaking management, audience management, presentation management, video & audio broadcasting, browser-based registrations management, guest management, and data privacy management. It enables user access on a subscription-based pricing module. It has appeared on news namely Forbes, Suddeutsche Zeitung, and Der Tagesspiegel. Clients include Harvard University, NASA, Deloitte, McKinsey & Company, and Accenture.",https://www.wonder.me/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,Germany,Europe,Yes,"Monday, 7 December 2020",Series A,12.200.000,Nascent,TRUE,FALSE
Kaliz,"SaaS-driven rental property management solution. Features include accounting, rental payment management, document management, automated reporting, and more. Additionally, it also provides rental insurance services, and a tracking interface for owners, professionals & tenants.",https://www.kaliz.fr/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2018,0,France,Europe,Yes,"Thursday, 28 April 2022",Series A,"$23,867,670.00",Nascent,TRUE,FALSE
Eggshell,"Eggshell is a provider of Internet of Things solution for building management. The product line includes a series of intelligent locks, wireless meters, smoke detectors, occupancy sensors, HD cameras, face recognition systems, and intelligent gateways. In addition, the company offers a SaaS platform that syncs with the connected devices for processing the data and providing users with actionable insights. It also provides an API for connecting with third-party property management systems such as Mingyuan Yun, Yuxiaoji, Fanggan, Quanfangtong, Hummingbird House, Yimihaodi, Vankeboyu, Jindi Strawberry Community, and YOU+. Clientele includes Vanke Park, Country Garden Bijia, Xuhui Lingyu, China Resources Land, China Merchants Shekou, Baoli Jindi, Shenye, Zhongjun, Bangshe etc. The company is a member of Housing Real Estate Association of Anhui Province.",http://yougj.danbay.cn,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,China,Global,Yes,"Wednesday, 1 August 2018",Series A,"$3,019,970.00",Emerging,TRUE,FALSE
Doozer,"Doozer is a provider of a solution for management of repairs and renovations of rental properties headquartered in Germany. Property owners/managers can provide information about their rental units that include the number of rooms, surface area, ceiling height on the company's platform to obtain predefined packages for home maintenance and repairs. Owners/managers can choose a required service package to obtain competitive quotes from service professionals registered with the company and can choose the professional that meets their requirements. They can proceed to complete the transaction offline. The company's solution integrates with the ERP system of a property owner/manager and can be configured for custom workflows. The solution is available for free to the users. The company earns revenues through commissions charged to service providers for every order facilitated through the platform. As of Aug 2017, the company claims to have managed the renovation contracts for 200K residential units.",https://www.doozer.de/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,Germany,Europe,Yes,"Thursday, 17 August 2017",Series A,"$4,106,970.00",Emerging,TRUE,FALSE
PouchNATION,"Provider of NFC and RFID-based wearables for ticketing and event management. It provides tools for music concerts, festivals, shows, sports events, conferences, and expos. Users can buy tickets for the events using the online platform and add credit to their accounts using credit cards or bank deposits. The NFC wristbands are sent to the users' address which acts as a valid ticket and can be used for cashless purchases with merchants at the event. The platform also provides organizers with data such as total guests per category, arrival times, booking timings, merchant sales, items sold, and more that can be used for further analytics.",https://pouchnation.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,0,Singapore,Global,Yes,"Thursday, 23 September 2021",Series B,4.520.000,Emerging,TRUE,FALSE
Bookeventz,"Provider of an online platform to book event venues and banquet halls. Offers solutions for restaurants, lounges,resorts, hotels, party plots, and lists caterers, photographers, and makeup artists on the platform. Features include availability, checking with the banquets, and self-generated responses based on availability and specifications.",https://www.bookeventz.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,15,India,Global,Yes,"Thursday, 11 March 2021",Series A,1.279.617,Emerging,TRUE,FALSE
Havenly,"Online interior design service and home decorating discovery engine. It connects users with pre-vetted personal interior designers to personalize their designs and visualize the room in a 3D layout. The customers also have an option to purchase the curated list of products, which is sourced from more than 150 partner sellers.",https://havenly.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,58,United States,Global,Yes,"Saturday, 30 December 1899",Series C,"$57,820,000.00",Emerging,TRUE,FALSE
Weaver,"Weaver is an online platform to connect with construction professionals. The platform enables users to provide information about their projects and assists users in finding builders. The platform also enables users to compare and view tenders online. The company offers its services to architects, builders, and homeowners.",https://weaver.build,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2018,0,United Kingdom,Europe,Yes,"Tuesday, 29 March 2022",Seed,"$5,500,000.00",Nascent,TRUE,FALSE
Laurel & Wolf,"Laurel & Wolf is an online platform connecting users to designers as well as a commerce platform to purchase home improvement products such as furniture and decor items. Clients begin by answering questions about their space, budget, lifestyle, and taste. The company uses the customer response to recommend a personal designer to collaboratively design the space. Each final project includes a digital customized style board, detailed shopping list, floor plan and set up instructions from the designer.",https://www.laurelandwolf.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United States,Global,Yes,"Saturday, 30 December 1899",Series B,"$26,639,583.00",Emerging,TRUE,FALSE
Arrivae,Provider of interior designing services. Provides furniture manufacturer and home improvement company. It offers custom interior design solutions from demand mapping to installation using in-house technology. Users can meet designers and share inspiration then pay for the customized product.,https://web.arrivae.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,India,Global,Yes,"Saturday, 30 December 1899",Series B,"$23,261,490.00",Emerging,TRUE,FALSE
Bizly,Online marketplace to book spaces for meetings and events. Provides a mobile app for booking private spaces for meetings & events at leading hotels and restaurants. Users can book on an hourly basis and can even pay using the mobile app.,https://www.bizly.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2015,0,United States,Global,Yes,"Friday, 12 March 2021",Seed,1.500.000,Emerging,TRUE,FALSE
FanDragon,"FanDragon offers event ticket distribution solutions. It manages event ticket distributions for the events that include sports, family, music, entertainment and other events. It enables users to manage account distribution, fan engagement and purchase tickets for the events.",http://www.fandragon.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2015,0,United States,Global,Yes,"Wednesday, 24 July 2019",Series A,12.000.000,Emerging,TRUE,FALSE
HotelGG,"HotelGG provides a platform that connects conference organizers and enterprises with hotels, resorts and convention centers, thus allowing search, comparison and booking of conference rooms. It primarily provides free services to corporates, relying only on advertising fees from hotels for revenue. Another source of revenue is from the premium concierge service that it provides to corporates, which ensures end-to-end booking services and a lower price. As of Aug 2015, it claimed to facilitate 12,000 monthly transactions with a revenue of RMB300M per month. Also claims to have 100,000 enterprise users that use its app and website for booking",https://www.hotelgg.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,0,China,Global,Yes,"Friday, 31 May 2019",Series B,25.601.511,Emerging,TRUE,FALSE
Uconnect,"Uconnect Esports offers an online sponsorship marketplace for esports and gaming organizations. It connects brands and college tournaments. The platform enables users to execute marketing campaigns. The platform enables automation of the sponsorship process. Its clientele includes Twitch student, Dreamhack, etc.",https://www.uconnectesports.com/,Support Services,Expertise & Community,(9) Providing a platform for the many entrepreneurs,2017,0,United States,Global,Yes,"Wednesday, 14 August 2019",Seed,100,Nascent,TRUE,FALSE
Rally,"Rally is a cloud-based event attendee interaction management software provider. It offers features such as designed groups, customized event creation, event platform integration management, live feedback, and event announcements management. It has news mentions in Tech Crunch, Hacker News, and Product Hunt. Clients include SpringBoard and EventPreneur.",https://www.rally.video/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,United States,Global,Yes,"Tuesday, 25 August 2020",Seed,150,Nascent,TRUE,FALSE
